code	value_en	synonyms	description_en	parents	codesystem	description_code
8120.3	Transitional cell carcinoma	Urothelial carcinoma, NOS|Transitional carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8120.3
8156.3	Somatostatinoma, malignant	Somatostatin cell tumor, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8156.3
8633.1	Sertoli-Leydig cell tumor, retiform	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8633.1
8261.3	Adenocarcinoma in villous adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8261.3
9971.3	Polymorphic post transplant lymphoproliferative disorder	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9971.3
8831.0	Histiocytoma, NOS	Juvenile histiocytoma|Reticulohistiocytoma|Deep histiocytoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8831.0
8043.3	Small cell carcinoma, fusiform cell	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8043.3
9050.3	Mesothelioma, malignant	Mesothelioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9050.3
9712.3	Intravascular large B-cell lymphoma (C49.9)	Angioendotheliomatosis|Intravascular B-cell lymphoma|Angiotropic lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9712.3
8381.1	Endometrioid adenofibroma, borderline malignancy	Endometrioid cystadenofibroma, borderline malignancy			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8381.1
9442.1	Gliofibroma (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9442.1
8681.1	Sympathetic paraganglioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8681.1
8336.0	Hyalinizing trabecular adenoma (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8336.0
8170.3	Hepatocellular carcinoma, NOS (C22.0)	Liver cell carcinoma (C22.0)|Hepatoma, NOS (C22.0)|Hepatocarcinoma (C22.0)|Hepatoma, malignant (C22.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8170.3
8832.3	Dermatofibrosarcoma, NOS (C44._)	Dermatofibrosarcoma protuberans, NOS (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8832.3
9090.0	Struma ovarii, NOS (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9090.0
8935.0	Stromal tumor, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8935.0
8740.0	Junctional nevus, NOS (C44._)	Junction nevus (C44._)|Intraepidermal nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8740.0
8560.3	Adenosquamous carcinoma	Mixed adenocarcinoma and epidermoid carcinoma|Mixed adenocarcinoma and squamous cell carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8560.3
8001.3	Tumor cells, malignant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8001.3
8093.3	Basal cell carcinoma, fibroepithelial (C44._)	Pinkus tumor|Fibroepithelioma, NOS|Fibroepithelial basal cell carcinoma, Pinkus type|Fibroepithelioma of Pinkus type			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8093.3
8881.0	Lipoblastomatosis	Fetal lipoma, NOS|Lipoblastoma|Fetal lipomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8881.0
8804.3	Epithelioid sarcoma	Epithelioid cell sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8804.3
9351.1	Craniopharyngioma, adamantinomatous (C75.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9351.1
8590.1	Sex cord-gonadal stromal tumor, NOS	Gonadal stromal tumor, NOS|Ovarian stromal tumor (C56.9)|Testicular stromal tumor (C62._)|Sex cord tumor, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8590.1
8404.0	Hidrocystoma (C44._)	Eccrine cystadenoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8404.0
8728.3	Meningeal melanomatosis (C70.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8728.3
8834.1	Giant cell fibroblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8834.1
9015.1	Mucinous adenofibroma of borderline malignancy	Mucinous cystadenofibroma of borderline malignancy			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9015.1
8512.3	Medullary carcinoma with lymphoid stroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8512.3
9490.3	Ganglioneuroblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9490.3
8330.0	Follicular adenoma (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8330.0
9063.3	Spermatocytic seminoma (C62._)	Spermatocytoma (C62._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9063.3
9725.3	Hydroa vacciniforme-like lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9725.3
8972.3	Pulmonary blastoma (C34._)	Pneumoblastoma (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8972.3
8790.0	Cellular blue nevus (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8790.0
8770.0	Epithelioid and spindle cell nevus (C44._)	Spitz nevus (C44._)|Juvenile melanoma (C44._)|Juvenile nevus (C44._)|Pigmented spindle cell nevus of Reed (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8770.0
8601.0	Thecoma, luteinized (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8601.0
9000.0	Brenner tumor, NOS (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9000.0
9761.3	Waldenstrom macroglobulinemia (C42.0) (see also M-9671/3)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9761.3
8313.0	Clear cell adenofibroma (C56.9)	Clear cell cystadenofibroma (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8313.0
9473.3	Primitive neuroectodermal tumor, NOS	CPNET (C71._)|PNET, NOS|Central primitive neuroectodermal tumor, NOS (C71._)|Supratentorial PNET (C71._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9473.3
8454.0	Cystic tumor of atrio-ventricular node (C38.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8454.0
8441.3	Serous cystadenocarcinoma, NOS (C56.9)	Serous carcinoma, NOS|Serous adenocarcinoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8441.3
8936.3	Gastrointestinal stromal sarcoma	Gastrointestinal stromal tumor, malignant|GIST, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8936.3
9230.3	Chondroblastoma, malignant (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9230.3
8451.1	Papillary cystadenoma, borderline malignancy (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8451.1
9984.3	Refractory anemia with excess blasts in transformation [obs]	RAEB-T			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9984.3
9425.3	Pilomyxoid astrocytoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9425.3
8725.0	Neuronevus (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8725.0
9362.3	Pineoblastoma (C75.3)	Mixed pineocytoma-pineoblastoma (C75.3)|Transitional pineal tumor (C75.3)|Mixed pineal tumor (C75.3)|Pineal parenchymal tumor of intermediate differentiation (C75.3)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9362.3
9670.3	Malignant lymphoma, small B lymphocytic, NOS (see also M-9823/3)	Malignant lymphoma, small cell diffuse|Malignant lymphoma, small cell, NOS|Malignant lymphoma, lymphocytic, NOS|Malignant lymphoma, lymphocytic, well differentiated, diffuse|Malignant lymphoma, small lymphocytic, NOS|Malignant lymphoma, small lymphocytic, diffuse|Malignant lymphoma, lymphocytic, diffuse, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9670.3
8810.0	Fibroma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8810.0
8330.3	Follicular adenocarcinoma, NOS (C73.9)	Follicular carcinoma, NOS (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8330.3
8350.3	Nonencapsulated sclerosing carcinoma (C73.9)	Nonencapsulated sclerosing adenocarcinoma (C73.9)|Nonencapsulated sclerosing tumor (C73.9)|Papillary carcinoma, diffuse sclerosing (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8350.3
8632.1	Gynandroblastoma (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8632.1
8042.3	Oat cell carcinoma (C34._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8042.3
9421.1	Pilocytic astrocytoma (C71._)	Juvenile astrocytoma (C71._)|Piloid astrocytoma (C71._)|Spongioblastoma, NOS (C71._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9421.1
8380.1	Endometrioid adenoma, borderline malignancy	Endometrioid cystadenoma, borderline malignancy|Endometrioid tumor of low malignant potential|Atypical proliferative endometrioid tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8380.1
8360.1	Multiple endocrine adenomas	Endocrine adenomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8360.1
9132.0	Intramuscular hemangioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9132.0
9260.3	Ewing sarcoma	Ewing tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9260.3
8120.0	Transitional cell papilloma, benign	Transitional papilloma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8120.0
8894.0	Angiomyoma	Angioleiomyoma|Vascular leiomyoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8894.0
8573.3	Adenocarcinoma with apocrine metaplasia	Carcinoma with apocrine metaplasia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8573.3
8014.3	Large cell carcinoma with rhabdoid phenotype	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8014.3
8155.3	Vipoma, malignant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8155.3
9866.3	"Acute promyelocytic leukaemia, t(15;17)(q22;q11-12)"	"FAB M3 (includes all variants)|Acute promyelocytic leukemia, NOS|Acute promyelocytic leukaemia, PML-RAR-alpha|Acute myeloid leukemia, t(15:17)(g22;q11-12)|Acute myeloid leukemia, PML/RAR-alpha"			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9866.3
8420.0	Ceruminous adenoma (C44.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8420.0
9580.3	Granular cell tumor, malignant	Granular cell myoblastoma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9580.3
9560.3	Neurilemoma, malignant [obs]	Neurilemosarcoma [obs]|Malignant schwannoma, NOS [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9560.3
9014.0	Serous adenofibroma, NOS	Serous cystadenofibroma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9014.0
8242.1	Enterochromaffin-like cell carcinoid, NOS	ECL cell carcinoid, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8242.1
8959.3	Malignant cystic nephroma (C64.9)	Malignant multilocular cystic nephroma (C64.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8959.3
8830.1	Atypical fibrous histiocytoma	Atypical fibroxanthoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8830.1
8850.1	Atypical lipoma	Well differentiated liposarcoma of superficial soft tissue|Superficial well differentated liposarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8850.1
9699.3	Marginal zone B-cell lymphoma, NOS	Mucosal-associated lymphoid tissue lymphoma|SALT lymphoma|Monocytoid B-cell lymphoma|MALT lymphoma|Bronchial-associated lymphoid tussue lymphoma|BALT lymphoma|Marginal zone lymphoma, NOS|Skin-associated lymphoid tissue lymphoma|Nodal marginal zone lymphoma|Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9699.3
9728.3	Precursor B-cell lymphoblastic lymphoma (see also M-9836/3)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9728.3
8743.3	Superficial spreading melanoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8743.3
8561.0	Adenolymphoma (C07._, C08._)	Papillary cystadenoma lymphomatosum (C07._, C08._)|Warthin tumor (C07._, C08._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8561.0
8240.3	Carcinoid tumor, NOS	Carcinoid, NOS, of appendix (C18.1)|Carcinoid, NOS|Carcinoid tumor, NOS, of appendix (C18.1)|Bronchial adenoma, carcinoid (C34._)|Typical carcinoid|Neuroendocrine carcinoma, low grade|Neuroendocrine carcinoma, well-differentiated|Neuroendocrine tumor, grade 1			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8240.3
8381.3	Endometrioid adenofibroma, malignant	Endometrioid cystadenofibroma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8381.3
8503.2	Noninfiltrating intraductal papillary adenocarcinoma (C50._)	Intraductal papillary tumor with high grade dysplasia|Intraductal papillary tumor with high grade intraepithelial neoplasia|Intracystic papillary neoplasm with high grade intraepithelial neoplasia (C23.9)|Noninfiltrating intraductal papillary carcinoma (C50._)|DCIS, papillary (C50._)|Intraductal papillary adenocarcinoma, NOS (C50._)|Intracystic papillary tumor with high grade intraepithelial neoplasia (C23.9)|Intracystic papillary tumor with high grade entraepithelial neoplasia (C23.9)|Intraductal papillary carcinoma (C50._)|Intracystic papillary tumor with high grade dysplasia (C23.9)|Intraductal papillary neoplasm with high grade dysplasia|Ductal carcinoma in situ, papillary (C50._)|Intraductal tubular-papillary neoplasm, high grade|Intraductal papillary neoplasm with high grade intraepithelial neoplasia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8503.2
8408.3	Eccrine papillary adenocarcinoma (C44._)	Digital papillary adenocarcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8408.3
9050.0	Mesothelioma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9050.0
9273.0	Cementoblastoma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9273.0
9832.3	Prolymphocytic leukemia, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9832.3
9170.3	Lymphangiosarcoma	Lymphangioendothelial sarcoma|Lymphangioendothelioma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9170.3
8771.3	Epithelioid cell melanoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8771.3
8800.3	Sarcoma, NOS	Soft tissue tumor, malignant|Soft tissue sarcoma|Mesenchymal tumor, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8800.3
8337.3	Insular carcinoma (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8337.3
8317.3	Renal cell carcinoma, chromophobe type (C64.9)	Chromophobe cell renal carcinoma (C64.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8317.3
8682.1	Parasympathetic paraganglioma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8682.1
8290.3	Oxyphilic adenocarcinoma	Oncocytic adenocarcinoma|Oncocytic carcinoma|Hurthle cell carcinoma (C73.9)|Hurthle cell adenocarcinoma (C73.9)|Follicular carcinoma, oxyphilic cell (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8290.3
9441.3	Giant cell glioblastoma (C71._)	Monstrocellular sarcoma (C71._) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9441.3
8860.0	Angiomyolipoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8860.0
8895.3	Myosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8895.3
8680.3	Paraganglioma, malignant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8680.3
8121.3	Schneiderian carcinoma (C30.0, C31._)	Cylindrical cell carcinoma (C30.0, C31._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8121.3
9741.3	Malignant mastocytosis	Systemic tissue mast cell disease|Aggressive systemic mastocytosis|Systemic mastocytosis with associated hematological clonal non-mast cell disorder|Systemic mastocytosis with AHNMD			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9741.3
8316.3	Cyst-associated renal cell carcinoma (C64.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8316.3
8262.3	Villous adenocarcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8262.3
9136.1	Spindle cell hemangioendothelioma	Spindle cell angioendothelioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9136.1
9684.3	Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS	Malignant lymphoma, large cell, immunoblastic|Malignant lymphoma, immunoblastic, NOS|Immunoblastic sarcoma [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9684.3
9105.3	Trophoblastic tumor, epithelioid	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9105.3
8832.0	Dermatofibroma, NOS (C44._)	Dermatofibroma lenticulare (C44._)|Sclerosing hemangioma (C44._)|Subepidermal nodular fibrosis (C44._)|Cutaneous histiocytoma, NOS (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8832.0
8170.0	Liver cell adenoma (C22.0)	Hepatocellular adenoma (C22.0)|Hepatoma, benign (C22.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8170.0
9051.3	Fibrous mesothelioma, malignant	Desmoplastic mesothelioma|Sarcomatoid mesothelioma|Spindled mesothelioma|Fibrous mesothelioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9051.3
8470.0	Mucinous cystadenoma, NOS (C56.9)	Pseudomucinous cystadenoma, NOS (C56.9)|Mucinous cystoma (C56.9)|Mucinous cystic tumor with low grade dysplasia (C25._)|Mucinous cystic tumor with intermediate dysplasia (C25._)|Mucinous cystic neoplasm with intermediate-grade intraepithelial neoplasia (C22._)|Mucinous cystic neoplasm with low-grade dysplasia (C25._)|Mucinous cystic neoplasm with intermediate-grade dysplasia (C25._)|Mucinous cystic neoplasm with low-grade intraepithelial neoplasia (C22._)|Mucinous cystic tumor with moderate dysplasia (C25._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8470.0
8898.1	Metastasizing leiomyoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8898.1
9135.1	Endovascular papillary angioendothelioma	Dabska tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9135.1
8835.1	Plexiform fibrohistiocytic tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8835.1
9183.3	Telangiectatic osteosarcoma (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9183.3
8910.3	Embryonal rhabdomyosarcoma, NOS	Botryoid sarcoma|Embryonal rhabdomyosarcoma, pleomorphic|Sarcoma botryoides			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8910.3
8620.1	Granulosa cell tumor, adult type (C56.9)	Granulosa cell tumor, NOS (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8620.1
9865.3	"Acute myeloid leukemia with t(6;9)(p23;q34); DEK-NUP214"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9865.3
8245.3	Adenocarcinoid tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8245.3
9650.3	Hodgkin lymphoma, NOS	Malignant lymphoma, Hodgkin|Hodgkin disease, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9650.3
8030.3	Giant cell and spindle cell carcinoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8030.3
8171.3	Hepatocellular carcinoma, fibrolamellar (C22.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8171.3
8833.3	Pigmented dermatofibrosarcoma protuberans (C44._)	Bednar tumor (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8833.3
9014.3	Serous adenocarcinofibroma	Malignant serous adenofibroma|Malignant serous cystadenofibroma|Serous cystadenocarcinofibroma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9014.3
8936.0	Gastrointestinal stromal tumor, benign	GIST, benign			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8936.0
9120.0	Hemangioma, NOS	Chorioangioma (C58.9)|Angioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9120.0
9818.3	"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9818.3
8002.3	Malignant tumor, small cell type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8002.3
8805.3	Undifferentiated sarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8805.3
9530.0	Meningioma, NOS	Lymphoplasmacyte-rich meningioma|Secretory meningioma|Microcystic meningioma|Metaplastic meningioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9530.0
8210.0	Adenomatous polyp, NOS	Polypoid adenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8210.0
8591.1	Sex cord-gonadal stromal tumor, incompletely differentiated	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8591.1
9363.0	Melanotic neuroectodermal tumor	Melanotic progonoma|Retinal anlage tumor|Melanoameloblastoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9363.0
8405.0	Papillary hidradenoma	Hidradenoma papilliferum			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8405.0
9727.3	Precursor cell lymphoblastic lymphoma, NOS (see also M-9835/3)	Malignant lymphoma, convoluted cell [obs]|Lymphoblastoma [obs]|Malignant lymphoma, lymphoblastic, NOS (see also M-9835/3)|Blastic plasmacytoid dendritic cell neoplasm|Blastic NK cell lymphoma [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9727.3
