code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0005572	Decreased renal tubular phosphate excretion	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0011036	HP_0011036
HP_0004478	Ethmoidal encephalocele	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0011817	HP_0011817
HP_0005326	Hypoplastic philtrum	Small philtrum	Underdevelopment of the philtrum.	HPO	http://purl.obolibrary.org/obo/HP_0000288	HP_0000288
HP_0005325	Extension of hair growth on temples to lateral eyebrow	Unusual hairline with hair growth on temples extending to lateral eyebrow	A pattern of hair growth in which there is hair exnteding from the temples to the lateral eyebrows.	HPO	http://purl.obolibrary.org/obo/HP_0000599	HP_0000599
HP_0005567	Renal magnesium wasting	NA	High urine magnesium in the presence of hypomagnesemia.	HPO	http://purl.obolibrary.org/obo/HP_0012607	HP_0012607
HP_0004476	Aplasia cutis congenita over parietal area	Absent cutis congenita over parietal area	A developmental defect resulting in the congenital absence of skin on the scalp in the parietal area.	HPO	http://purl.obolibrary.org/obo/HP_0007385	HP_0007385
HP_0005324	Disturbance of facial expression	Disturbance of facial expression	An abnormality of the gestures or movements executed with the facial muscles with which emotions such as fear, joy, sadness, surprise, and disgust can be expressed.	HPO	http://purl.obolibrary.org/obo/HP_0005346	HP_0005346
HP_0005323	Hemifacial hypertrophy	Hemifacial enlargement,Increase in size of half of face,Overgrowth of half of face,Facial hemihypertophy,Hypertrophy of half of face,Enlargement of half of face,Friedreich's disease,Facial hemihyperplasia	Unilateral overgrowth of facial tissues, including muscles, bones and skin.	HPO	http://purl.obolibrary.org/obo/HP_0000324	HP_0000324
HP_0005565	Reduced renal corticomedullary differentiation	Loss of definition of corticomedullary differentiation	Reduced differentiation between renal cortex and medulla on diagnostic imaging.	HPO	http://purl.obolibrary.org/obo/HP_0005932	HP_0005932
HP_0005329	Fixed facial expression	Unchanging facial expression,Fixed facial expression	NA	HPO	http://purl.obolibrary.org/obo/HP_0004673	HP_0004673
HP_0005328	Progeroid facial appearance	Prematurely aged facial appearance,Wizened face,Aged facial appearance,Premature aged appearance,Prematurely aged face	A degree of wrinkling of the facial skin that is more than expected for the age of the individual, leading to a prematurely aged appearance.	HPO	http://purl.obolibrary.org/obo/HP_0007495	HP_0007495
HP_0005327	Loss of facial expression	Loss of facial expression	NA	HPO	http://purl.obolibrary.org/obo/HP_0004673	HP_0004673
HP_0004470	Atretic occipital cephalocele	NA	A congenital defect in the occipital region of the skull, covered by skin of the scalp and containing meninges or remnants of glial or neural tissues.	HPO	http://purl.obolibrary.org/obo/HP_0011815	HP_0011815
HP_0005560	Imbalanced hemoglobin synthesis	Imbalanced Hb synthesis	Normal hemoglobin synthesis is characterized by production of equal amounts of alpha and beta globins. This term refers to a deviation from this pattern and is the main characteristic of the various forms of thalassemia.,While imbalanced hemoglobin synthesis can be inferred from other findings including those of hemoglobin electrophoresis, the determination of this feature requires investigation of hemoglobin synthesis in vitro, e.g., by incubation of washed peripheral blood erythrocytes and bone marrow cells with radioactively labeled leucine followed by column chromatography.	HPO	http://purl.obolibrary.org/obo/HP_0011902	HP_0011902
HP_0004471	Aplasia cutis congenita over the scalp vertex	Aplasia cutis congenita of vertex,Absent cutis congenita of vertex	A developmental defect resulting in the congenital absence of skin on the scalp vertex, often just lateral to the midline.	HPO	http://purl.obolibrary.org/obo/HP_0007385	HP_0007385
HP_0004474	Persistent open anterior fontanelle	Front fontanelle stays open,Persistent, open anterior fontanel,Anterior fontanelle open in adults	The anterior fontanelle generally ossifies by around the 18th month of life. A persistent open anterior fontanelle is diagnosed if closure is delayed beyond this age.	HPO	http://purl.obolibrary.org/obo/HP_0001476	HP_0001476
HP_0005322	Prominent nasal septum	Prominent nasal septum,Prominent septum of nose,Visible nasal septum,Visible septum of nose,Low hanging septum of nose,Low hanging nasal septum	NA	HPO	http://purl.obolibrary.org/obo/HP_0000419	HP_0000419
HP_0005564	Absence of renal corticomedullary differentiation	Loss of corticomedullary differentiation,Absent renal corticomedullary differentiation	A lack of differentiation between renal cortex and medulla on diagnostic imaging.	HPO	http://purl.obolibrary.org/obo/HP_0005932	HP_0005932
HP_0005321	Mandibulofacial dysostosis	Treacher collins syndrome	A type of craniofacial dysostosis associated with abnormalities of the external ears, mirognathia, macrostomia, coloboma of the lower eyelid, and cleft palate. This is a bundled term that is left in the HPO now for convenience with legacy annotations but should not be used for new annotations.	HPO	http://purl.obolibrary.org/obo/HP_0004439	HP_0004439
HP_0005563	Decreased numbers of nephrons	Oligonephronia,Decreased numbers of glomeruli	A reduction in the count of nephrons per kidney.	HPO	http://purl.obolibrary.org/obo/HP_0012575	HP_0012575
HP_0004472	Mandibular hyperostosis	Thick mandibular bone,Excessive growth of mandibular bone,Thick lower jaw bone,Overgrowth of mandibular bone,Increased ossification of mandibular bone,Hyperostosis of mandibular bone,Hyperostosis of lower jaw,Increased ossification of mandible,Increased ossification of lower jaw	Hyperostosis (bony overgrowth) of the mandible.,This bundled term will be made obsolete in future versions of the HPO.	HPO	http://purl.obolibrary.org/obo/HP_0005465	HP_0005465
HP_0005320	Lack of facial subcutaneous fat	Lack of facial fat below the skin	NA	HPO	http://purl.obolibrary.org/obo/HP_0003717	HP_0003717
HP_0005562	Multiple renal cysts	Multiple kidney cysts	The presence of many cysts in the kidney.	HPO	http://purl.obolibrary.org/obo/HP_0000107	HP_0000107
HP_0005561	Abnormality of bone marrow cell morphology	Anomaly of the bone marrow cells,Bone marrow disease	An anomaly of the form or number of cells in the bone marrow.	HPO	http://purl.obolibrary.org/obo/HP_0001871	HP_0001871
HP_0004467	Preauricular pit	Preauricular pits,Preauricular earpits,Pit in front of the ear,Ear pit,Preauricular sinus,Preauricular fistulas	Small indentation anterior to the insertion of the ear.,Preauricular cysts and sinuses are ectodermal remnants from an aberrant development of the auditory tubercles, tend to be bilateral and are localized anterior to the tragus of the ear. The preauricular sinus is a benign congenital lesion of the preauricular soft tissue consisting of a blind-ending narrow tube or pit. It is also known as preauricular pit, preauricular fistula, preauricular tract and preauricular cyst. It can be asymptomatic or present as an infected and discharging sinus. It presents as a small pit adjacent to the external ear usually located at the anterior margin of the ascending limb of the helix. The preauricular sinus is variably also termed a preauricular pit, preauricular fistula, preauricular tract and preauricular cyst.	HPO	http://purl.obolibrary.org/obo/HP_0100277	HP_0100277
HP_0005557	Abnormality of the zygomatic arch	Abnormality of the malar arch,Deformity of the malar arch,Anomaly of the zygomatic arch,Anomaly of the malar arch,Malformation of the malar arch,Deformity of the zygomatic arch,Malformation of the zygomatic arch	An abnormality of the zygomatic arch, also known as the cheek bone.,The zygomatic arch is formed by the zygomatic process of temporal bone and the temporal process of the zygomatic bone.	HPO	http://purl.obolibrary.org/obo/HP_0010668	HP_0010668
HP_0004468	Anomalous tracheal cartilage	Abnormal tracheal cartilaginous ring	An abnormality of the C-shaped rings of hyaline cartilage, normally 16 to 20 in number, that occupy the anterior two-thirds of the circumference of the trachea (the posterior portion of the ring is completed by fibrous and smooth muscle tissue).	HPO	http://purl.obolibrary.org/obo/HP_0002778	HP_0002778
HP_0005314	Anomalous branches of internal carotid artery	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0005344	HP_0005344
HP_0005556	Abnormality of the metopic suture	NA	"The frontal suture divides the two halves of the frontal bone of the skull in infants and children and generally undergoes fusion by the age of six. A persistent frontal suture is referred to as a ""metopic suture""."	HPO	http://purl.obolibrary.org/obo/HP_0011329,http://purl.obolibrary.org/obo/HP_0000290	HP_0011329,HP_0000290
HP_0005798	Posterior radial head dislocation	NA	A dislocation of the head of the radius from its socket in the elbow joint in an posterior direction.	HPO	http://purl.obolibrary.org/obo/HP_0003083	HP_0003083
HP_0005313	Arterial fibromuscular dysplasia	NA	An arterial lesion that is characterized by either intimal fibroplasia, with neointimal lesions of cells and matrix deposition, or medial fibroplasia, in which there is loss of smooth muscle cells and increased deposition of collagen and proteoglycans in the medial layer.,Fibromuscular dysplasia (FMD) is distinct from atherosclerotic lesions in that FMD lesions do not contain inflammatory cells or lipids. Instead, the pathology of FMD. FMD can result in arterial stenosis or occlusion, and less commonly, arterial dissection or aneurysm formation. FMD can affect almost any artery but most commonly affects the renal arteries, presenting as hypertension, and the carotid and vertebral arteries, leading to ischemic stroke, transient ischemic attacks, headaches, and pulsatile tinnitus.	HPO	http://purl.obolibrary.org/obo/HP_0011004	HP_0011004
HP_0004466	Prolonged brainstem auditory evoked potentials	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0006958	HP_0006958
HP_0005312	Pulmonary aterial intimal fibrosis	NA	Formation of excess fibrous connective tissue in the tunica intima (innermost layer) of arteries in the pulmonary circulation.,Some causes of intimal fibrosis are hypertension, intimal fibroplasia, arterial atheroma, and CADASIL syndrome.	HPO	http://purl.obolibrary.org/obo/HP_0030966	HP_0030966
HP_0005318	Cerebral vasculitis	NA	Inflammation of the blood vessels within the brain.	HPO	http://purl.obolibrary.org/obo/HP_0002633,http://purl.obolibrary.org/obo/HP_0100659	HP_0002633,HP_0100659
HP_0004469	Chronic bronchitis	NA	Chronic inflammation of the bronchi.	HPO	http://purl.obolibrary.org/obo/HP_0012387	HP_0012387
HP_0005317	Increased pulmonary vascular resistance	NA	Pulmonary vascular resistance (PVR) more than 3 wood units, as defined by the current definition of pulmonary hypertension. 95% of individuals have a PVR of less than 2.4 wood units.	HPO	http://purl.obolibrary.org/obo/HP_0030875	HP_0030875
HP_0005559	Abnormality of the kinin-kallikrein system	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0010876	HP_0010876
HP_0005316	Peripheral pulmonary vessel aplasia	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0004930	HP_0004930
HP_0005558	Chronic leukemia	Chronic blood cancer	A slowly progressing leukemia characterized by a clonal (malignant) proliferation of maturing and mature myeloid cells or mature lymphocytes. When the clonal cellular population is composed of myeloid cells, the process is called chronic myelogenous leukemia. When the clonal cellular population is composed of lymphocytes, it is classified as chronic lymphocytic leukemia, hairy cell leukemia, or T-cell large granular lymphocyte leukemia.	HPO	http://purl.obolibrary.org/obo/HP_0001909	HP_0001909
HP_0005791	Cortical thickening of long bone diaphyses	NA	Abnormal thickening of the cortex of the diaphyseal region of long bones.	HPO	http://purl.obolibrary.org/obo/HP_0000935,http://purl.obolibrary.org/obo/HP_0000940	HP_0000935,HP_0000940
HP_0005790	Short mandibular condyles	Bilateral hypoplasia of condylar process of mandible,Decreased height of condylar process of mandible,Bilateral hypoplasia of mandibular condylar neck,Short condylar process of mandible,Bilateral hypoplasia of mandibular condylar head,Decreased length of condylar process of mandible,Short condylar neck of mandible,Short condylar head of mandible	NA	HPO	http://purl.obolibrary.org/obo/HP_0003778,http://purl.obolibrary.org/obo/HP_3000077	HP_0003778,HP_3000077
HP_0004463	Absent brainstem auditory responses	No auditory brainstem response	Lack of measurable response to stimulation of auditory evoked potentials.	HPO	http://purl.obolibrary.org/obo/HP_0006958	HP_0006958
HP_0005311	Agenesis of pulmonary vessels	Absent lung vessels	NA	HPO	http://purl.obolibrary.org/obo/HP_0004930	HP_0004930
HP_0004464	Postauricular pit	Posterior auricular pit,Postauricular fistula,Postauricular earpits,Posterior auricular sinus,Pit behind the ear	Benign congenital lesion of the postauricular soft tissue consisting of a blind-ending narrow tube or pit.	HPO	http://purl.obolibrary.org/obo/HP_0100277	HP_0100277
HP_0005310	Large vessel vasculitis	NA	A type of vasculitis (inflammation of blood vessel walls) affecting large arteries such as the aorta and branches of the aorta.	HPO	http://purl.obolibrary.org/obo/HP_0002633	HP_0002633
