"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:D35.1"	"Benign neoplasm of other and unspecified endocrine glands - Parathyroid gland"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Parathyroid gland"	"http://identifiers.org/icd/D35.1"
"urn:miriam:icd:D35.2"	"Benign neoplasm of other and unspecified endocrine glands - Pituitary gland"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Pituitary gland"	"http://identifiers.org/icd/D35.2"
"urn:miriam:icd:D35.3"	"Benign neoplasm of other and unspecified endocrine glands - Craniopharyngeal duct"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Craniopharyngeal duct"	"http://identifiers.org/icd/D35.3"
"urn:miriam:icd:D35.4"	"Benign neoplasm of other and unspecified endocrine glands - Pineal gland"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Pineal gland"	"http://identifiers.org/icd/D35.4"
"urn:miriam:icd:D35.5"	"Benign neoplasm of other and unspecified endocrine glands - Carotid body"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Carotid body"	"http://identifiers.org/icd/D35.5"
"urn:miriam:icd:D35.6"	"Benign neoplasm of other and unspecified endocrine glands - Aortic body and other paraganglia"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Aortic body and other paraganglia"	"http://identifiers.org/icd/D35.6"
"urn:miriam:icd:D35.7"	"Benign neoplasm of other and unspecified endocrine glands - Other specified endocrine glands"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Other specified endocrine glands"	"http://identifiers.org/icd/D35.7"
"urn:miriam:icd:D35.8"	"Benign neoplasm of other and unspecified endocrine glands - Pluriglandular involvement"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Pluriglandular involvement"	"http://identifiers.org/icd/D35.8"
"urn:miriam:icd:D35.9"	"Benign neoplasm of other and unspecified endocrine glands - Endocrine gland	 unspecified"	"ICD-10"	"Benign neoplasm of other and unspecified endocrine glands - Endocrine gland	 unspecified"	"http://identifiers.org/icd/D35.9"
"urn:miriam:icd:D36"	"Benign neoplasm of other and unspecified sites"	"ICD-10"	"Benign neoplasm of other and unspecified sites"	"http://identifiers.org/icd/D36"
"urn:miriam:icd:D36.0"	"Benign neoplasm of other and unspecified sites - Lymph nodes"	"ICD-10"	"Benign neoplasm of other and unspecified sites - Lymph nodes"	"http://identifiers.org/icd/D36.0"
"urn:miriam:icd:D36.1"	"Benign neoplasm of other and unspecified sites - Peripheral nerves and autonomic nervous system"	"ICD-10"	"Benign neoplasm of other and unspecified sites - Peripheral nerves and autonomic nervous system"	"http://identifiers.org/icd/D36.1"
"urn:miriam:icd:D36.7"	"Benign neoplasm of other and unspecified sites - Other specified sites"	"ICD-10"	"Benign neoplasm of other and unspecified sites - Other specified sites"	"http://identifiers.org/icd/D36.7"
"urn:miriam:icd:D36.9"	"Benign neoplasm of unspecified site"	"ICD-10"	"Benign neoplasm of unspecified site"	"http://identifiers.org/icd/D36.9"
"urn:miriam:icd:D37"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs"	"http://identifiers.org/icd/D37"
"urn:miriam:icd:D37.0"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Lip	 oral cavity and pharynx"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Lip	 oral cavity and pharynx"	"http://identifiers.org/icd/D37.0"
"urn:miriam:icd:D37.1"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Stomach"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Stomach"	"http://identifiers.org/icd/D37.1"
"urn:miriam:icd:D37.2"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Small intestine"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Small intestine"	"http://identifiers.org/icd/D37.2"
"urn:miriam:icd:D37.3"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Appendix"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Appendix"	"http://identifiers.org/icd/D37.3"
"urn:miriam:icd:D37.4"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Colon"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Colon"	"http://identifiers.org/icd/D37.4"
"urn:miriam:icd:D37.5"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Rectum"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Rectum"	"http://identifiers.org/icd/D37.5"
"urn:miriam:icd:D37.6"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Liver	 gallbladder and bile ducts"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Liver	 gallbladder and bile ducts"	"http://identifiers.org/icd/D37.6"
"urn:miriam:icd:D37.7"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Other digestive organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Other digestive organs"	"http://identifiers.org/icd/D37.7"
"urn:miriam:icd:D37.9"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Digestive organ	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs - Digestive organ	 unspecified"	"http://identifiers.org/icd/D37.9"
"urn:miriam:icd:D37-D48"	"Neoplasms of uncertain or unknown behaviour"	"ICD-10"	"Neoplasms of uncertain or unknown behaviour"	"NA"
"urn:miriam:icd:D38"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs"	"http://identifiers.org/icd/D38"
"urn:miriam:icd:D38.0"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Larynx"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Larynx"	"http://identifiers.org/icd/D38.0"
"urn:miriam:icd:D38.1"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Trachea	 bronchus and lung"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Trachea	 bronchus and lung"	"http://identifiers.org/icd/D38.1"
"urn:miriam:icd:D38.2"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Pleura"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Pleura"	"http://identifiers.org/icd/D38.2"
"urn:miriam:icd:D38.3"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Mediastinum"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Mediastinum"	"http://identifiers.org/icd/D38.3"
"urn:miriam:icd:D38.4"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Thymus"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Thymus"	"http://identifiers.org/icd/D38.4"
"urn:miriam:icd:D38.5"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Other respiratory organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Other respiratory organs"	"http://identifiers.org/icd/D38.5"
"urn:miriam:icd:D38.6"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Respiratory organ	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs - Respiratory organ	 unspecified"	"http://identifiers.org/icd/D38.6"
"urn:miriam:icd:D39"	"Neoplasm of uncertain or unknown behaviour of female genital organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs"	"http://identifiers.org/icd/D39"
"urn:miriam:icd:D39.0"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Uterus"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Uterus"	"http://identifiers.org/icd/D39.0"
"urn:miriam:icd:D39.1"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Ovary"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Ovary"	"http://identifiers.org/icd/D39.1"
"urn:miriam:icd:D39.2"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Placenta"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Placenta"	"http://identifiers.org/icd/D39.2"
"urn:miriam:icd:D39.7"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Other female genital organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Other female genital organs"	"http://identifiers.org/icd/D39.7"
"urn:miriam:icd:D39.9"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Female genital organ	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of female genital organs - Female genital organ	 unspecified"	"http://identifiers.org/icd/D39.9"
"urn:miriam:icd:D40"	"Neoplasm of uncertain or unknown behaviour of male genital organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of male genital organs"	"http://identifiers.org/icd/D40"
"urn:miriam:icd:D40.0"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Prostate"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Prostate"	"http://identifiers.org/icd/D40.0"
"urn:miriam:icd:D40.1"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Testis"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Testis"	"http://identifiers.org/icd/D40.1"
"urn:miriam:icd:D40.7"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Other male genital organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Other male genital organs"	"http://identifiers.org/icd/D40.7"
"urn:miriam:icd:D40.9"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Male genital organ	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of male genital organs - Male genital organ	 unspecified"	"http://identifiers.org/icd/D40.9"
"urn:miriam:icd:D41"	"Neoplasm of uncertain or unknown behaviour of urinary organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs"	"http://identifiers.org/icd/D41"
"urn:miriam:icd:D41.0"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Kidney"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Kidney"	"http://identifiers.org/icd/D41.0"
"urn:miriam:icd:D41.1"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Renal pelvis"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Renal pelvis"	"http://identifiers.org/icd/D41.1"
"urn:miriam:icd:D41.2"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Ureter"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Ureter"	"http://identifiers.org/icd/D41.2"
"urn:miriam:icd:D41.3"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Urethra"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Urethra"	"http://identifiers.org/icd/D41.3"
"urn:miriam:icd:D41.4"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Bladder"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Bladder"	"http://identifiers.org/icd/D41.4"
"urn:miriam:icd:D41.7"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Other urinary organs"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Other urinary organs"	"http://identifiers.org/icd/D41.7"
"urn:miriam:icd:D41.9"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Urinary organ	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of urinary organs - Urinary organ	 unspecified"	"http://identifiers.org/icd/D41.9"
"urn:miriam:icd:D42"	"Neoplasm of uncertain or unknown behaviour of meninges"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of meninges"	"http://identifiers.org/icd/D42"
"urn:miriam:icd:D42.0"	"Neoplasm of uncertain or unknown behaviour of meninges - Cerebral meninges"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of meninges - Cerebral meninges"	"http://identifiers.org/icd/D42.0"
"urn:miriam:icd:D42.1"	"Neoplasm of uncertain or unknown behaviour of meninges - Spinal meninges"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of meninges - Spinal meninges"	"http://identifiers.org/icd/D42.1"
"urn:miriam:icd:D42.9"	"Neoplasm of uncertain or unknown behaviour of meninges - Meninges	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of meninges - Meninges	 unspecified"	"http://identifiers.org/icd/D42.9"
"urn:miriam:icd:D43"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system"	"http://identifiers.org/icd/D43"
"urn:miriam:icd:D43.0"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 supratentorial"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 supratentorial"	"http://identifiers.org/icd/D43.0"
"urn:miriam:icd:D43.1"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 infratentorial"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 infratentorial"	"http://identifiers.org/icd/D43.1"
"urn:miriam:icd:D43.2"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Brain	 unspecified"	"http://identifiers.org/icd/D43.2"
"urn:miriam:icd:D43.3"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Cranial nerves"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Cranial nerves"	"http://identifiers.org/icd/D43.3"
"urn:miriam:icd:D43.4"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Spinal cord"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Spinal cord"	"http://identifiers.org/icd/D43.4"
"urn:miriam:icd:D43.7"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Other parts of central nervous system"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Other parts of central nervous system"	"http://identifiers.org/icd/D43.7"
"urn:miriam:icd:D43.9"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Central nervous system	 unspecified"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of brain and central nervous system - Central nervous system	 unspecified"	"http://identifiers.org/icd/D43.9"
"urn:miriam:icd:D44"	"Neoplasm of uncertain or unknown behaviour of endocrine glands"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands"	"http://identifiers.org/icd/D44"
"urn:miriam:icd:D44.0"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Thyroid gland"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Thyroid gland"	"http://identifiers.org/icd/D44.0"
"urn:miriam:icd:D44.1"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Adrenal gland"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Adrenal gland"	"http://identifiers.org/icd/D44.1"
"urn:miriam:icd:D44.2"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Parathyroid gland"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Parathyroid gland"	"http://identifiers.org/icd/D44.2"
"urn:miriam:icd:D44.3"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Pituitary gland"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Pituitary gland"	"http://identifiers.org/icd/D44.3"
"urn:miriam:icd:D44.4"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Craniopharyngeal duct"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Craniopharyngeal duct"	"http://identifiers.org/icd/D44.4"
"urn:miriam:icd:D44.5"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Pineal gland"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Pineal gland"	"http://identifiers.org/icd/D44.5"
"urn:miriam:icd:D44.6"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Carotid body"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Carotid body"	"http://identifiers.org/icd/D44.6"
"urn:miriam:icd:D44.7"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Aortic body and other paraganglia"	"ICD-10"	"Neoplasm of uncertain or unknown behaviour of endocrine glands - Aortic body and other paraganglia"	"http://identifiers.org/icd/D44.7"
